snapshot_time_utc,batch_no,field_no,field_name,dm_address,data_type,scale,raw_words,decoded_value,normalized_value,decode_error
2026-03-03T15:10:29.545391+00:00,3,1,BATCH,D6200,INT,1,3,3,3,
2026-03-03T15:10:29.545391+00:00,3,2,NO-MO,D6201-6208,ASCII,,22344|12109|20271|12336|12337|13056|0|0,WH/MO/00013,WH/MO/00013,
2026-03-03T15:10:29.545391+00:00,3,3,NO-BoM,D6209-6216,ASCII,,23345|12336|12593|23840|19014|8275|16720|20308,[10011] JF SAPOT,[10011] JF SAPOT,
2026-03-03T15:10:29.545391+00:00,3,4,finished_goods,D6217-6224,ASCII,,23345|12336|12593|23840|19014|8275|16720|20308,[10011] JF SAPOT,[10011] JF SAPOT,
2026-03-03T15:10:29.545391+00:00,3,5,Quantity Goods_id,D6225-6226,REAL,100,1|34464,1000.0,1000.0,
2026-03-03T15:10:29.545391+00:00,3,6,SILO ID 101 (SILO BESAR),D6227,INT,1,101,101,101,
2026-03-03T15:10:29.545391+00:00,3,7,SILO ID 101 Consumption,D6228-6229,REAL,100,0|8100,81.0,81.0,
2026-03-03T15:10:29.545391+00:00,3,8,SILO ID 102 (SILO BESAR),D6230,INT,1,102,102,102,
2026-03-03T15:10:29.545391+00:00,3,9,SILO ID 102 Consumption,D6231-6232,REAL,100,0|13700,137.0,137.0,
2026-03-03T15:10:29.545391+00:00,3,10,SILO ID 103 (SILO BESAR),D6233,INT,1,103,103,103,
2026-03-03T15:10:29.545391+00:00,3,11,SILO ID 103 Consumption,D6234-6235,REAL,100,0|35200,352.0,352.0,
2026-03-03T15:10:29.545391+00:00,3,12,SILO ID 104,D6236,INT,1,104,104,104,
2026-03-03T15:10:29.545391+00:00,3,13,SILO ID 104 Consumption,D6237-6238,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.545391+00:00,3,14,SILO ID 105,D6239,INT,1,105,105,105,
2026-03-03T15:10:29.545391+00:00,3,15,SILO ID 105 Consumption,D6240-6241,REAL,100,0|4500,45.0,45.0,
2026-03-03T15:10:29.545391+00:00,3,16,SILO ID 106,D6242,INT,1,106,106,106,
2026-03-03T15:10:29.545391+00:00,3,17,SILO ID 106 Consumption,D6243-6244,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.545391+00:00,3,18,SILO ID 107,D6245,INT,1,107,107,107,
2026-03-03T15:10:29.545391+00:00,3,19,SILO ID 107 Consumption,D6246-6247,REAL,100,0|13500,135.0,135.0,
2026-03-03T15:10:29.545391+00:00,3,20,SILO ID 108,D6248,INT,1,108,108,108,
2026-03-03T15:10:29.545391+00:00,3,21,SILO ID 108 Consumption,D6249-6250,REAL,100,0|9400,94.0,94.0,
2026-03-03T15:10:29.545391+00:00,3,22,SILO ID 109,D6251,INT,1,109,109,109,
2026-03-03T15:10:29.545391+00:00,3,23,SILO ID 109 Consumption,D6252-6253,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.545391+00:00,3,24,SILO ID 110,D6254,INT,1,109,109,109,
2026-03-03T15:10:29.545391+00:00,3,25,SILO ID 110 Consumption,D6255-6256,REAL,100,110|2100,72110.6,21.0,
2026-03-03T15:10:29.545391+00:00,3,26,SILO ID 111,D6257,INT,1,111,111,111,
2026-03-03T15:10:29.545391+00:00,3,27,SILO ID 111 Consumption,D6258-6259,REAL,100,0|1100,11.0,11.0,
2026-03-03T15:10:29.545391+00:00,3,28,SILO ID 112,D6260,INT,1,112,112,112,
2026-03-03T15:10:29.545391+00:00,3,29,SILO ID 112 Consumption,D6261-6262,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.545391+00:00,3,30,SILO ID 113,D6263,INT,1,113,113,113,
2026-03-03T15:10:29.545391+00:00,3,31,SILO ID 113 Consumption,D6264-6265,REAL,100,0|2200,22.0,22.0,
2026-03-03T15:10:29.545391+00:00,3,32,LQ ID 114,D6266,INT,1,114,114,114,
2026-03-03T15:10:29.545391+00:00,3,33,LQ ID 114 Consumption,D6267-6268,REAL,100,0|2300,23.0,23.0,
2026-03-03T15:10:29.545391+00:00,3,34,LQ ID 115,D6269,INT,1,115,115,115,
2026-03-03T15:10:29.545391+00:00,3,35,LQ ID 115 Consumption,D6270-6271,REAL,100,0|2300,23.0,23.0,
2026-03-03T15:10:29.545391+00:00,3,36,status manufaturing,D6272,boolean,,1,True,True,
2026-03-03T15:10:29.545391+00:00,3,37,Status Operation,D6273,boolean,,0,False,False,
2026-03-03T15:10:29.545391+00:00,3,38,weight_finished_good,D6274-6275,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.545391+00:00,3,39,status_read_data,D6276,boolean,,0,False,False,
