snapshot_time_utc,batch_no,field_no,field_name,dm_address,data_type,scale,raw_words,decoded_value,normalized_value,decode_error
2026-03-03T15:10:29.952390+00:00,8,1,BATCH,D6700,INT,1,8,8,8,
2026-03-03T15:10:29.952390+00:00,8,2,NO-MO,D6701-6708,ASCII,,22344|12109|20271|12336|12337|14336|0|0,WH/MO/00018,WH/MO/00018,
2026-03-03T15:10:29.952390+00:00,8,3,NO-BoM,D6709-6716,ASCII,,23345|12336|12338|23840|19014|8272|19541|21280,[10002] JF PLUS ,[10002] JF PLUS ,
2026-03-03T15:10:29.952390+00:00,8,4,finished_goods,D6717-6724,ASCII,,23345|12336|12338|23840|19014|8272|19541|21280,[10002] JF PLUS ,[10002] JF PLUS ,
2026-03-03T15:10:29.952390+00:00,8,5,Quantity Goods_id,D6725-6726,REAL,100,1|34464,1000.0,1000.0,
2026-03-03T15:10:29.952390+00:00,8,6,SILO ID 101 (SILO BESAR),D6727,INT,1,101,101,101,
2026-03-03T15:10:29.952390+00:00,8,7,SILO ID 101 Consumption,D6728-6729,REAL,100,0|8100,81.0,81.0,
2026-03-03T15:10:29.952390+00:00,8,8,SILO ID 102 (SILO BESAR),D6730,INT,1,102,102,102,
2026-03-03T15:10:29.952390+00:00,8,9,SILO ID 102 Consumption,D6731-6732,REAL,100,0|13700,137.0,137.0,
2026-03-03T15:10:29.952390+00:00,8,10,SILO ID 103 (SILO BESAR),D6733,INT,1,103,103,103,
2026-03-03T15:10:29.952390+00:00,8,11,SILO ID 103 Consumption,D6734-6735,REAL,100,0|35200,352.0,352.0,
2026-03-03T15:10:29.952390+00:00,8,12,SILO ID 104,D6736,INT,1,104,104,104,
2026-03-03T15:10:29.952390+00:00,8,13,SILO ID 104 Consumption,D6737-6738,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.952390+00:00,8,14,SILO ID 105,D6739,INT,1,105,105,105,
2026-03-03T15:10:29.952390+00:00,8,15,SILO ID 105 Consumption,D6740-6741,REAL,100,0|4500,45.0,45.0,
2026-03-03T15:10:29.952390+00:00,8,16,SILO ID 106,D6742,INT,1,106,106,106,
2026-03-03T15:10:29.952390+00:00,8,17,SILO ID 106 Consumption,D6743-6744,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.952390+00:00,8,18,SILO ID 107,D6745,INT,1,107,107,107,
2026-03-03T15:10:29.952390+00:00,8,19,SILO ID 107 Consumption,D6746-6747,REAL,100,0|13500,135.0,135.0,
2026-03-03T15:10:29.952390+00:00,8,20,SILO ID 108,D6748,INT,1,108,108,108,
2026-03-03T15:10:29.952390+00:00,8,21,SILO ID 108 Consumption,D6749-6750,REAL,100,0|9400,94.0,94.0,
2026-03-03T15:10:29.952390+00:00,8,22,SILO ID 109,D6751,INT,1,109,109,109,
2026-03-03T15:10:29.952390+00:00,8,23,SILO ID 109 Consumption,D6752-6753,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.952390+00:00,8,24,SILO ID 110,D6754,INT,1,109,109,109,
2026-03-03T15:10:29.952390+00:00,8,25,SILO ID 110 Consumption,D6755-6756,REAL,100,110|2100,72110.6,21.0,
2026-03-03T15:10:29.952390+00:00,8,26,SILO ID 111,D6757,INT,1,111,111,111,
2026-03-03T15:10:29.952390+00:00,8,27,SILO ID 111 Consumption,D6758-6759,REAL,100,0|1100,11.0,11.0,
2026-03-03T15:10:29.952390+00:00,8,28,SILO ID 112,D6760,INT,1,112,112,112,
2026-03-03T15:10:29.952390+00:00,8,29,SILO ID 112 Consumption,D6761-6762,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.952390+00:00,8,30,SILO ID 113,D6763,INT,1,113,113,113,
2026-03-03T15:10:29.952390+00:00,8,31,SILO ID 113 Consumption,D6764-6765,REAL,100,0|2200,22.0,22.0,
2026-03-03T15:10:29.952390+00:00,8,32,LQ ID 114,D6766,INT,1,114,114,114,
2026-03-03T15:10:29.952390+00:00,8,33,LQ ID 114 Consumption,D6767-6768,REAL,100,0|2300,23.0,23.0,
2026-03-03T15:10:29.952390+00:00,8,34,LQ ID 115,D6769,INT,1,115,115,115,
2026-03-03T15:10:29.952390+00:00,8,35,LQ ID 115 Consumption,D6770-6771,REAL,100,0|2300,23.0,23.0,
2026-03-03T15:10:29.952390+00:00,8,36,status manufaturing,D6772,boolean,,1,True,True,
2026-03-03T15:10:29.952390+00:00,8,37,Status Operation,D6773,boolean,,0,False,False,
2026-03-03T15:10:29.952390+00:00,8,38,weight_finished_good,D6774-6775,REAL,100,0|0,0.0,0.0,
2026-03-03T15:10:29.952390+00:00,8,39,status_read_data,D6776,boolean,,0,False,False,
